UTLA19CD,UTLA19NM,Week number,deaths
E06000041,Wokingham,11,0
E06000042,Milton Keynes,11,0
E06000043,Brighton and Hove,11,0
E06000044,Portsmouth,11,0
E06000045,Southampton,11,0
E06000046,Isle of Wight,11,0
E06000047,County Durham,11,0
E06000049,Cheshire East,11,0
E06000050,Cheshire West and Chester,11,1
E06000051,Shropshire,11,0
E06000052,Cornwall,11,0
E06000053,Isles of Scilly,11,0
E06000054,Wiltshire,11,1
E06000055,Bedford,11,0
E06000056,Central Bedfordshire,11,0
E06000057,Northumberland,11,0
E06000058,"Bournemouth, Christchurch and Poole",11,0
E06000059,Dorset,11,0
E10000002,Buckinghamshire,11,2
E10000003,Cambridgeshire,11,0
E10000006,Cumbria,11,0
E10000007,Derbyshire,11,0
E10000008,Devon,11,0
E10000011,East Sussex,11,0
E10000012,Essex,11,0
E10000013,Gloucestershire,11,0
E10000014,Hampshire,11,0
E10000015,Hertfordshire,11,2
E10000016,Kent,11,0
E10000017,Lancashire,11,0
E10000018,Leicestershire,11,0
E10000019,Lincolnshire,11,0
E10000020,Norfolk,11,1
E10000021,Northamptonshire,11,0
E10000023,North Yorkshire,11,0
E10000024,Nottinghamshire,11,2
E10000025,Oxfordshire,11,0
E10000027,Somerset,11,0
E10000028,Staffordshire,11,1
E10000029,Suffolk,11,0
E10000030,Surrey,11,1
E10000031,Warwickshire,11,3
E10000032,West Sussex,11,0
E10000034,Worcestershire,11,0
E08000001,Bolton,11,0
E08000002,Bury,11,0
E08000003,Manchester,11,0
E08000004,Oldham,11,1
E08000005,Rochdale,11,1
E08000006,Salford,11,0
E08000007,Stockport,11,0
E08000008,Tameside,11,1
E08000009,Trafford,11,1
E08000010,Wigan,11,0
E08000011,Knowsley,11,0
E08000012,Liverpool,11,0
E08000013,St. Helens,11,0
E08000014,Sefton,11,0
E08000015,Wirral,11,0
E08000016,Barnsley,11,0
E08000017,Doncaster,11,0
E08000018,Rotherham,11,0
E08000019,Sheffield,11,0
E08000021,Newcastle upon Tyne,11,0
E08000022,North Tyneside,11,0
E08000023,South Tyneside,11,0
E08000024,Sunderland,11,0
E08000025,Birmingham,11,1
E08000026,Coventry,11,0
E08000027,Dudley,11,2
E08000028,Sandwell,11,0
E08000029,Solihull,11,0
E08000030,Walsall,11,1
E08000031,Wolverhampton,11,2
E08000032,Bradford,11,0
E08000033,Calderdale,11,0
E08000034,Kirklees,11,0
E08000035,Leeds,11,0
E08000036,Wakefield,11,0
E08000037,Gateshead,11,0
E09000001,City of London,11,0
E09000002,Barking and Dagenham,11,0
E09000003,Barnet,11,0
E09000004,Bexley,11,1
E09000005,Brent,11,1
E09000006,Bromley,11,1
E09000007,Camden,11,0
E09000008,Croydon,11,0
E09000009,Ealing,11,2
E09000010,Enfield,11,1
E09000011,Greenwich,11,0
E09000012,Hackney,11,0
E09000013,Hammersmith and Fulham,11,0
E09000014,Haringey,11,0
E09000015,Harrow,11,1
E09000016,Havering,11,0
E09000017,Hillingdon,11,0
E09000018,Hounslow,11,2
E09000019,Islington,11,0
E09000020,Kensington and Chelsea,11,0
E09000021,Kingston upon Thames,11,0
E09000022,Lambeth,11,0
E09000023,Lewisham,11,0
E09000024,Merton,11,3
E09000025,Newham,11,1
E09000026,Redbridge,11,1
E09000027,Richmond upon Thames,11,0
E09000028,Southwark,11,0
E09000029,Sutton,11,0
E09000030,Tower Hamlets,11,1
E09000031,Waltham Forest,11,1
E09000032,Wandsworth,11,0
E09000033,Westminster,11,0
W06000001,Isle of Anglesey,11,0
W06000002,Gwynedd,11,0
W06000003,Conwy,11,0
W06000004,Denbighshire,11,0
W06000005,Flintshire,11,0
W06000006,Wrexham,11,0
W06000008,Ceredigion,11,0
W06000009,Pembrokeshire,11,0
W06000010,Carmarthenshire,11,0
W06000011,Swansea,11,0
W06000012,Neath Port Talbot,11,0
W06000013,Bridgend,11,0
W06000014,Vale of Glamorgan,11,0
W06000015,Cardiff,11,0
W06000016,Rhondda Cynon Taf,11,0
W06000018,Caerphilly,11,0
W06000019,Blaenau Gwent,11,0
W06000020,Torfaen,11,0
W06000021,Monmouthshire,11,0
W06000022,Newport,11,0
W06000023,Powys,11,0
W06000024,Merthyr Tydfil,11,0
E06000001,Hartlepool,12,1
E06000002,Middlesbrough,12,0
E06000003,Redcar and Cleveland,12,0
E06000004,Stockton-on-Tees,12,1
E06000005,Darlington,12,0
E06000006,Halton,12,1
E06000007,Warrington,12,0
E06000008,Blackburn with Darwen,12,0
E06000009,Blackpool,12,0
E06000010,"Kingston upon Hull, City of",12,0
E06000011,East Riding of Yorkshire,12,1
E06000012,North East Lincolnshire,12,0
E06000013,North Lincolnshire,12,0
E06000014,York,12,1
E06000015,Derby,12,2
E06000016,Leicester,12,0
E06000017,Rutland,12,0
E06000018,Nottingham,12,0
E06000019,"Herefordshire, County of",12,1
E06000020,Telford and Wrekin,12,1
E06000021,Stoke-on-Trent,12,0
E06000022,Bath and North East Somerset,12,0
E06000023,"Bristol, City of",12,0
E06000024,North Somerset,12,1
E06000025,South Gloucestershire,12,0
E06000026,Plymouth,12,0
E06000027,Torbay,12,2
E06000030,Swindon,12,0
E06000031,Peterborough,12,0
E06000032,Luton,12,1
E06000033,Southend-on-Sea,12,0
E06000034,Thurrock,12,1
E06000035,Medway,12,0
E06000036,Bracknell Forest,12,1
E06000037,West Berkshire,12,1
E06000038,Reading,12,0
E06000039,Slough,12,5
E06000040,Windsor and Maidenhead,12,4
E06000041,Wokingham,12,2
E06000042,Milton Keynes,12,3
E06000043,Brighton and Hove,12,1
E06000044,Portsmouth,12,4
E06000045,Southampton,12,2
E06000046,Isle of Wight,12,0
E06000047,County Durham,12,2
E06000049,Cheshire East,12,4
E06000050,Cheshire West and Chester,12,1
E06000051,Shropshire,12,2
E06000052,Cornwall,12,4
E06000053,Isles of Scilly,12,0
E06000054,Wiltshire,12,4
E06000055,Bedford,12,0
E06000056,Central Bedfordshire,12,1
E06000057,Northumberland,12,0
E06000058,"Bournemouth, Christchurch and Poole",12,0
E06000059,Dorset,12,0
E10000002,Buckinghamshire,12,8
E10000003,Cambridgeshire,12,0
E10000006,Cumbria,12,5
E10000007,Derbyshire,12,4
E10000008,Devon,12,2
E10000011,East Sussex,12,2
E10000012,Essex,12,5
E10000013,Gloucestershire,12,2
E10000014,Hampshire,12,8
E10000015,Hertfordshire,12,1
E10000016,Kent,12,3
E10000017,Lancashire,12,2
E10000018,Leicestershire,12,6
E10000019,Lincolnshire,12,0
E10000020,Norfolk,12,2
E10000021,Northamptonshire,12,3
E10000023,North Yorkshire,12,2
E10000024,Nottinghamshire,12,4
E10000025,Oxfordshire,12,4
E10000027,Somerset,12,0
E10000028,Staffordshire,12,3
E10000029,Suffolk,12,2
E10000030,Surrey,12,12
E10000031,Warwickshire,12,5
E10000032,West Sussex,12,3
E10000034,Worcestershire,12,3
E08000001,Bolton,12,1
E08000002,Bury,12,1
E08000003,Manchester,12,1
E08000004,Oldham,12,2
E08000005,Rochdale,12,0
E08000006,Salford,12,0
E08000007,Stockport,12,6
E08000008,Tameside,12,2
E08000009,Trafford,12,5
E08000010,Wigan,12,0
E08000011,Knowsley,12,0
E08000012,Liverpool,12,1
E08000013,St. Helens,12,0
E08000014,Sefton,12,0
E08000015,Wirral,12,3
E08000016,Barnsley,12,0
E08000017,Doncaster,12,0
E08000018,Rotherham,12,1
E08000019,Sheffield,12,2
E08000021,Newcastle upon Tyne,12,0
E08000022,North Tyneside,12,0
E08000023,South Tyneside,12,0
E08000024,Sunderland,12,0
E08000025,Birmingham,12,16
E08000026,Coventry,12,0
E08000027,Dudley,12,2
E08000028,Sandwell,12,6
E08000029,Solihull,12,1
E08000030,Walsall,12,2
E08000031,Wolverhampton,12,15
E08000032,Bradford,12,1
E08000033,Calderdale,12,0
E08000034,Kirklees,12,1
E08000035,Leeds,12,1
E08000036,Wakefield,12,1
E08000037,Gateshead,12,0
E09000001,City of London,12,0
E09000002,Barking and Dagenham,12,7
E09000003,Barnet,12,5
E09000004,Bexley,12,6
E09000005,Brent,12,11
E09000006,Bromley,12,5
E09000007,Camden,12,4
E09000008,Croydon,12,9
E09000009,Ealing,12,5
E09000010,Enfield,12,5
E09000011,Greenwich,12,4
E09000012,Hackney,12,3
E09000013,Hammersmith and Fulham,12,3
E09000014,Haringey,12,4
E09000015,Harrow,12,11
E09000016,Havering,12,4
E09000017,Hillingdon,12,3
E09000018,Hounslow,12,4
E09000019,Islington,12,3
E09000020,Kensington and Chelsea,12,3
E09000021,Kingston upon Thames,12,1
E09000022,Lambeth,12,7
E09000023,Lewisham,12,3
E09000024,Merton,12,3
E09000025,Newham,12,8
E09000026,Redbridge,12,1
E09000027,Richmond upon Thames,12,1
E09000028,Southwark,12,11
E09000029,Sutton,12,3
E09000030,Tower Hamlets,12,0
E09000031,Waltham Forest,12,3
E09000032,Wandsworth,12,15
E09000033,Westminster,12,8
W06000001,Isle of Anglesey,12,0
W06000002,Gwynedd,12,1
W06000003,Conwy,12,0
W06000004,Denbighshire,12,0
W06000005,Flintshire,12,0
W06000006,Wrexham,12,1
W06000008,Ceredigion,12,0
W06000009,Pembrokeshire,12,0
W06000010,Carmarthenshire,12,0
W06000011,Swansea,12,0
W06000012,Neath Port Talbot,12,1
W06000013,Bridgend,12,1
W06000014,Vale of Glamorgan,12,0
W06000015,Cardiff,12,3
W06000016,Rhondda Cynon Taf,12,0
W06000018,Caerphilly,12,1
W06000019,Blaenau Gwent,12,0
W06000020,Torfaen,12,1
W06000021,Monmouthshire,12,2
W06000022,Newport,12,3
W06000023,Powys,12,1
W06000024,Merthyr Tydfil,12,0
E06000001,Hartlepool,13,1
E06000002,Middlesbrough,13,4
E06000003,Redcar and Cleveland,13,0
E06000004,Stockton-on-Tees,13,2
E06000005,Darlington,13,1
E06000006,Halton,13,2
E06000007,Warrington,13,0
E06000008,Blackburn with Darwen,13,0
E06000009,Blackpool,13,0
E06000010,"Kingston upon Hull, City of",13,1
E06000011,East Riding of Yorkshire,13,1
E06000012,North East Lincolnshire,13,3
E06000013,North Lincolnshire,13,0
E06000014,York,13,2
E06000015,Derby,13,8
E06000016,Leicester,13,5
E06000017,Rutland,13,0
E06000018,Nottingham,13,8
E06000019,"Herefordshire, County of",13,0
E06000020,Telford and Wrekin,13,2
E06000021,Stoke-on-Trent,13,4
E06000022,Bath and North East Somerset,13,7
E06000023,"Bristol, City of",13,9
E06000024,North Somerset,13,1
E06000025,South Gloucestershire,13,3
E06000026,Plymouth,13,1
E06000027,Torbay,13,0
E06000030,Swindon,13,1
E06000031,Peterborough,13,1
E06000032,Luton,13,4
E06000033,Southend-on-Sea,13,5
E06000034,Thurrock,13,6
E06000035,Medway,13,9
E06000036,Bracknell Forest,13,2
E06000037,West Berkshire,13,5
E06000038,Reading,13,2
E06000039,Slough,13,7
E06000040,Windsor and Maidenhead,13,4
E06000041,Wokingham,13,1
E06000042,Milton Keynes,13,15
E06000043,Brighton and Hove,13,6
E06000044,Portsmouth,13,8
E06000045,Southampton,13,5
E06000046,Isle of Wight,13,3
E06000047,County Durham,13,9
E06000049,Cheshire East,13,6
E06000050,Cheshire West and Chester,13,4
E06000051,Shropshire,13,8
E06000052,Cornwall,13,9
E06000053,Isles of Scilly,13,0
E06000054,Wiltshire,13,4
E06000055,Bedford,13,6
E06000056,Central Bedfordshire,13,10
E06000057,Northumberland,13,4
E06000058,"Bournemouth, Christchurch and Poole",13,0
E06000059,Dorset,13,8
E10000002,Buckinghamshire,13,21
E10000003,Cambridgeshire,13,7
E10000006,Cumbria,13,23
E10000007,Derbyshire,13,14
E10000008,Devon,13,6
E10000011,East Sussex,13,10
E10000012,Essex,13,48
E10000013,Gloucestershire,13,7
E10000014,Hampshire,13,41
E10000015,Hertfordshire,13,40
E10000016,Kent,13,24
E10000017,Lancashire,13,12
E10000018,Leicestershire,13,18
E10000019,Lincolnshire,13,9
E10000020,Norfolk,13,7
E10000021,Northamptonshire,13,12
E10000023,North Yorkshire,13,10
E10000024,Nottinghamshire,13,19
E10000025,Oxfordshire,13,16
E10000027,Somerset,13,5
E10000028,Staffordshire,13,14
E10000029,Suffolk,13,12
E10000030,Surrey,13,39
E10000031,Warwickshire,13,23
E10000032,West Sussex,13,19
E10000034,Worcestershire,13,23
E08000001,Bolton,13,4
E08000002,Bury,13,7
E08000003,Manchester,13,8
E08000004,Oldham,13,10
E08000005,Rochdale,13,10
E08000006,Salford,13,17
E08000007,Stockport,13,10
E08000008,Tameside,13,12
E08000009,Trafford,13,4
E08000010,Wigan,13,2
E08000011,Knowsley,13,2
E08000012,Liverpool,13,18
E08000013,St. Helens,13,1
E08000014,Sefton,13,5
E08000015,Wirral,13,7
E08000016,Barnsley,13,1
E08000017,Doncaster,13,1
E08000018,Rotherham,13,2
E08000019,Sheffield,13,9
E08000021,Newcastle upon Tyne,13,6
E08000022,North Tyneside,13,3
E08000023,South Tyneside,13,3
E08000024,Sunderland,13,7
E08000025,Birmingham,13,76
E08000026,Coventry,13,15
E08000027,Dudley,13,17
E08000028,Sandwell,13,15
E08000029,Solihull,13,5
E08000030,Walsall,13,19
E08000031,Wolverhampton,13,25
E08000032,Bradford,13,8
E08000033,Calderdale,13,0
E08000034,Kirklees,13,3
E08000035,Leeds,13,12
E08000036,Wakefield,13,6
E08000037,Gateshead,13,2
E09000001,City of London,13,1
E09000002,Barking and Dagenham,13,13
E09000003,Barnet,13,39
E09000004,Bexley,13,9
E09000005,Brent,13,44
E09000006,Bromley,13,22
E09000007,Camden,13,9
E09000008,Croydon,13,39
E09000009,Ealing,13,31
E09000010,Enfield,13,27
E09000011,Greenwich,13,24
E09000012,Hackney,13,17
E09000013,Hammersmith and Fulham,13,15
E09000014,Haringey,13,27
E09000015,Harrow,13,33
E09000016,Havering,13,14
E09000017,Hillingdon,13,18
E09000018,Hounslow,13,25
E09000019,Islington,13,13
E09000020,Kensington and Chelsea,13,14
E09000021,Kingston upon Thames,13,8
E09000022,Lambeth,13,31
E09000023,Lewisham,13,28
E09000024,Merton,13,17
E09000025,Newham,13,19
E09000026,Redbridge,13,29
E09000027,Richmond upon Thames,13,8
E09000028,Southwark,13,28
E09000029,Sutton,13,11
E09000030,Tower Hamlets,13,23
E09000031,Waltham Forest,13,23
E09000032,Wandsworth,13,24
E09000033,Westminster,13,16
W06000001,Isle of Anglesey,13,0
W06000002,Gwynedd,13,0
W06000003,Conwy,13,0
W06000004,Denbighshire,13,1
W06000005,Flintshire,13,2
W06000006,Wrexham,13,1
W06000008,Ceredigion,13,2
W06000009,Pembrokeshire,13,0
W06000010,Carmarthenshire,13,1
W06000011,Swansea,13,6
W06000012,Neath Port Talbot,13,1
W06000013,Bridgend,13,2
W06000014,Vale of Glamorgan,13,3
W06000015,Cardiff,13,5
W06000016,Rhondda Cynon Taf,13,4
W06000018,Caerphilly,13,11
W06000019,Blaenau Gwent,13,6
W06000020,Torfaen,13,10
W06000021,Monmouthshire,13,5
W06000022,Newport,13,11
W06000023,Powys,13,1
W06000024,Merthyr Tydfil,13,0
E06000001,Hartlepool,14,5
E06000002,Middlesbrough,14,26
E06000003,Redcar and Cleveland,14,11
E06000004,Stockton-on-Tees,14,10
E06000005,Darlington,14,4
E06000006,Halton,14,8
E06000007,Warrington,14,10
E06000008,Blackburn with Darwen,14,9
E06000009,Blackpool,14,8
E06000010,"Kingston upon Hull, City of",14,7
E06000011,East Riding of Yorkshire,14,11
E06000012,North East Lincolnshire,14,6
E06000013,North Lincolnshire,14,3
E06000014,York,14,9
E06000015,Derby,14,32
E06000016,Leicester,14,24
E06000017,Rutland,14,1
E06000018,Nottingham,14,9
E06000019,"Herefordshire, County of",14,11
E06000020,Telford and Wrekin,14,8
E06000021,Stoke-on-Trent,14,10
E06000022,Bath and North East Somerset,14,10
E06000023,"Bristol, City of",14,17
E06000024,North Somerset,14,11
E06000025,South Gloucestershire,14,16
E06000026,Plymouth,14,5
E06000027,Torbay,14,9
E06000030,Swindon,14,8
E06000031,Peterborough,14,6
E06000032,Luton,14,28
E06000033,Southend-on-Sea,14,22
E06000034,Thurrock,14,12
E06000035,Medway,14,22
E06000036,Bracknell Forest,14,6
E06000037,West Berkshire,14,9
E06000038,Reading,14,12
E06000039,Slough,14,14
E06000040,Windsor and Maidenhead,14,16
E06000041,Wokingham,14,12
E06000042,Milton Keynes,14,16
E06000043,Brighton and Hove,14,16
E06000044,Portsmouth,14,13
E06000045,Southampton,14,11
E06000046,Isle of Wight,14,2
E06000047,County Durham,14,52
E06000049,Cheshire East,14,36
E06000050,Cheshire West and Chester,14,19
E06000051,Shropshire,14,20
E06000052,Cornwall,14,28
E06000053,Isles of Scilly,14,0
E06000054,Wiltshire,14,29
E06000055,Bedford,14,11
E06000056,Central Bedfordshire,14,18
E06000057,Northumberland,14,19
E06000058,"Bournemouth, Christchurch and Poole",14,11
E06000059,Dorset,14,12
E10000002,Buckinghamshire,14,41
E10000003,Cambridgeshire,14,21
E10000006,Cumbria,14,69
E10000007,Derbyshire,14,56
E10000008,Devon,14,18
E10000011,East Sussex,14,22
E10000012,Essex,14,154
E10000013,Gloucestershire,14,40
E10000014,Hampshire,14,75
E10000015,Hertfordshire,14,127
E10000016,Kent,14,84
E10000017,Lancashire,14,65
E10000018,Leicestershire,14,44
E10000019,Lincolnshire,14,28
E10000020,Norfolk,14,33
E10000021,Northamptonshire,14,46
E10000023,North Yorkshire,14,30
E10000024,Nottinghamshire,14,48
E10000025,Oxfordshire,14,45
E10000027,Somerset,14,9
E10000028,Staffordshire,14,88
E10000029,Suffolk,14,38
E10000030,Surrey,14,119
E10000031,Warwickshire,14,34
E10000032,West Sussex,14,37
E10000034,Worcestershire,14,53
E08000001,Bolton,14,14
E08000002,Bury,14,19
E08000003,Manchester,14,33
E08000004,Oldham,14,22
E08000005,Rochdale,14,31
E08000006,Salford,14,54
E08000007,Stockport,14,37
E08000008,Tameside,14,24
E08000009,Trafford,14,13
E08000010,Wigan,14,22
E08000011,Knowsley,14,9
E08000012,Liverpool,14,62
E08000013,St. Helens,14,11
E08000014,Sefton,14,24
E08000015,Wirral,14,34
E08000016,Barnsley,14,18
E08000017,Doncaster,14,6
E08000018,Rotherham,14,16
E08000019,Sheffield,14,33
E08000021,Newcastle upon Tyne,14,18
E08000022,North Tyneside,14,9
E08000023,South Tyneside,14,8
E08000024,Sunderland,14,36
E08000025,Birmingham,14,192
E08000026,Coventry,14,42
E08000027,Dudley,14,51
E08000028,Sandwell,14,49
E08000029,Solihull,14,33
E08000030,Walsall,14,52
E08000031,Wolverhampton,14,58
E08000032,Bradford,14,29
E08000033,Calderdale,14,14
E08000034,Kirklees,14,33
E08000035,Leeds,14,42
E08000036,Wakefield,14,26
E08000037,Gateshead,14,17
E09000001,City of London,14,0
E09000002,Barking and Dagenham,14,35
E09000003,Barnet,14,85
E09000004,Bexley,14,34
E09000005,Brent,14,88
E09000006,Bromley,14,48
E09000007,Camden,14,32
E09000008,Croydon,14,73
E09000009,Ealing,14,64
E09000010,Enfield,14,66
E09000011,Greenwich,14,37
E09000012,Hackney,14,46
E09000013,Hammersmith and Fulham,14,36
E09000014,Haringey,14,54
E09000015,Harrow,14,75
E09000016,Havering,14,49
E09000017,Hillingdon,14,60
E09000018,Hounslow,14,37
E09000019,Islington,14,27
E09000020,Kensington and Chelsea,14,25
E09000021,Kingston upon Thames,14,11
E09000022,Lambeth,14,54
E09000023,Lewisham,14,52
E09000024,Merton,14,30
E09000025,Newham,14,67
E09000026,Redbridge,14,49
E09000027,Richmond upon Thames,14,24
E09000028,Southwark,14,39
E09000029,Sutton,14,20
E09000030,Tower Hamlets,14,31
E09000031,Waltham Forest,14,44
E09000032,Wandsworth,14,34
E09000033,Westminster,14,40
W06000001,Isle of Anglesey,14,0
W06000002,Gwynedd,14,4
W06000003,Conwy,14,2
W06000004,Denbighshire,14,3
W06000005,Flintshire,14,7
W06000006,Wrexham,14,0
W06000008,Ceredigion,14,1
W06000009,Pembrokeshire,14,1
W06000010,Carmarthenshire,14,6
W06000011,Swansea,14,11
W06000012,Neath Port Talbot,14,6
W06000013,Bridgend,14,2
W06000014,Vale of Glamorgan,14,13
W06000015,Cardiff,14,32
W06000016,Rhondda Cynon Taf,14,22
W06000018,Caerphilly,14,26
W06000019,Blaenau Gwent,14,5
W06000020,Torfaen,14,8
W06000021,Monmouthshire,14,7
W06000022,Newport,14,24
W06000023,Powys,14,4
W06000024,Merthyr Tydfil,14,3
E06000001,Hartlepool,15,13
E06000002,Middlesbrough,15,30
E06000003,Redcar and Cleveland,15,15
E06000004,Stockton-on-Tees,15,13
E06000005,Darlington,15,9
E06000006,Halton,15,17
E06000007,Warrington,15,32
E06000008,Blackburn with Darwen,15,9
E06000009,Blackpool,15,12
E06000010,"Kingston upon Hull, City of",15,13
E06000011,East Riding of Yorkshire,15,25
E06000012,North East Lincolnshire,15,4
E06000013,North Lincolnshire,15,6
E06000014,York,15,15
E06000015,Derby,15,58
E06000016,Leicester,15,39
E06000017,Rutland,15,1
E06000018,Nottingham,15,32
E06000019,"Herefordshire, County of",15,6
E06000020,Telford and Wrekin,15,9
E06000021,Stoke-on-Trent,15,19
E06000022,Bath and North East Somerset,15,18
E06000023,"Bristol, City of",15,39
E06000024,North Somerset,15,6
E06000025,South Gloucestershire,15,34
E06000026,Plymouth,15,16
E06000027,Torbay,15,5
E06000030,Swindon,15,32
E06000031,Peterborough,15,10
E06000032,Luton,15,42
E06000033,Southend-on-Sea,15,40
E06000034,Thurrock,15,25
E06000035,Medway,15,34
E06000036,Bracknell Forest,15,14
E06000037,West Berkshire,15,22
E06000038,Reading,15,29
E06000039,Slough,15,16
E06000040,Windsor and Maidenhead,15,23
E06000041,Wokingham,15,23
E06000042,Milton Keynes,15,44
E06000043,Brighton and Hove,15,22
E06000044,Portsmouth,15,10
E06000045,Southampton,15,23
E06000046,Isle of Wight,15,8
E06000047,County Durham,15,97
E06000049,Cheshire East,15,57
E06000050,Cheshire West and Chester,15,49
E06000051,Shropshire,15,11
E06000052,Cornwall,15,36
E06000053,Isles of Scilly,15,0
E06000054,Wiltshire,15,53
E06000055,Bedford,15,16
E06000056,Central Bedfordshire,15,33
E06000057,Northumberland,15,36
E06000058,"Bournemouth, Christchurch and Poole",15,27
E06000059,Dorset,15,24
E10000002,Buckinghamshire,15,57
E10000003,Cambridgeshire,15,44
E10000006,Cumbria,15,80
E10000007,Derbyshire,15,109
E10000008,Devon,15,30
E10000011,East Sussex,15,41
E10000012,Essex,15,214
E10000013,Gloucestershire,15,95
E10000014,Hampshire,15,149
E10000015,Hertfordshire,15,189
E10000016,Kent,15,197
E10000017,Lancashire,15,124
E10000018,Leicestershire,15,67
E10000019,Lincolnshire,15,40
E10000020,Norfolk,15,54
E10000021,Northamptonshire,15,80
E10000023,North Yorkshire,15,69
E10000024,Nottinghamshire,15,106
E10000025,Oxfordshire,15,87
E10000027,Somerset,15,25
E10000028,Staffordshire,15,133
E10000029,Suffolk,15,68
E10000030,Surrey,15,189
E10000031,Warwickshire,15,72
E10000032,West Sussex,15,80
E10000034,Worcestershire,15,67
E08000001,Bolton,15,44
E08000002,Bury,15,24
E08000003,Manchester,15,65
E08000004,Oldham,15,41
E08000005,Rochdale,15,29
E08000006,Salford,15,67
E08000007,Stockport,15,48
E08000008,Tameside,15,36
E08000009,Trafford,15,23
E08000010,Wigan,15,30
E08000011,Knowsley,15,13
E08000012,Liverpool,15,132
E08000013,St. Helens,15,23
E08000014,Sefton,15,60
E08000015,Wirral,15,72
E08000016,Barnsley,15,37
E08000017,Doncaster,15,28
E08000018,Rotherham,15,37
E08000019,Sheffield,15,75
E08000021,Newcastle upon Tyne,15,42
E08000022,North Tyneside,15,15
E08000023,South Tyneside,15,20
E08000024,Sunderland,15,71
E08000025,Birmingham,15,233
E08000026,Coventry,15,49
E08000027,Dudley,15,50
E08000028,Sandwell,15,73
E08000029,Solihull,15,44
E08000030,Walsall,15,64
E08000031,Wolverhampton,15,43
E08000032,Bradford,15,66
E08000033,Calderdale,15,22
E08000034,Kirklees,15,49
E08000035,Leeds,15,78
E08000036,Wakefield,15,62
E08000037,Gateshead,15,43
E09000001,City of London,15,2
E09000002,Barking and Dagenham,15,41
E09000003,Barnet,15,104
E09000004,Bexley,15,49
E09000005,Brent,15,118
E09000006,Bromley,15,59
E09000007,Camden,15,39
E09000008,Croydon,15,109
E09000009,Ealing,15,81
E09000010,Enfield,15,85
E09000011,Greenwich,15,50
E09000012,Hackney,15,61
E09000013,Hammersmith and Fulham,15,40
E09000014,Haringey,15,73
E09000015,Harrow,15,78
E09000016,Havering,15,57
E09000017,Hillingdon,15,65
E09000018,Hounslow,15,41
E09000019,Islington,15,40
E09000020,Kensington and Chelsea,15,33
E09000021,Kingston upon Thames,15,17
E09000022,Lambeth,15,53
E09000023,Lewisham,15,70
E09000024,Merton,15,49
E09000025,Newham,15,74
E09000026,Redbridge,15,81
E09000027,Richmond upon Thames,15,33
E09000028,Southwark,15,60
E09000029,Sutton,15,42
E09000030,Tower Hamlets,15,59
E09000031,Waltham Forest,15,48
E09000032,Wandsworth,15,43
E09000033,Westminster,15,41
W06000001,Isle of Anglesey,15,2
W06000002,Gwynedd,15,13
W06000003,Conwy,15,6
W06000004,Denbighshire,15,7
W06000005,Flintshire,15,17
W06000006,Wrexham,15,5
W06000008,Ceredigion,15,1
W06000009,Pembrokeshire,15,9
W06000010,Carmarthenshire,15,10
W06000011,Swansea,15,26
W06000012,Neath Port Talbot,15,15
W06000013,Bridgend,15,25
W06000014,Vale of Glamorgan,15,13
W06000015,Cardiff,15,66
W06000016,Rhondda Cynon Taf,15,47
W06000018,Caerphilly,15,30
W06000019,Blaenau Gwent,15,11
W06000020,Torfaen,15,14
W06000021,Monmouthshire,15,13
W06000022,Newport,15,25
W06000023,Powys,15,12
W06000024,Merthyr Tydfil,15,13
E06000001,Hartlepool,16,10
E06000002,Middlesbrough,16,40
E06000003,Redcar and Cleveland,16,17
E06000004,Stockton-on-Tees,16,15
E06000005,Darlington,16,13
E06000006,Halton,16,30
E06000007,Warrington,16,41
E06000008,Blackburn with Darwen,16,14
E06000009,Blackpool,16,22
E06000010,"Kingston upon Hull, City of",16,16
E06000011,East Riding of Yorkshire,16,31
E06000012,North East Lincolnshire,16,7
E06000013,North Lincolnshire,16,7
E06000014,York,16,23
E06000015,Derby,16,59
E06000016,Leicester,16,36
E06000017,Rutland,16,3
E06000018,Nottingham,16,41
E06000019,"Herefordshire, County of",16,12
E06000020,Telford and Wrekin,16,17
E06000021,Stoke-on-Trent,16,23
E06000022,Bath and North East Somerset,16,14
E06000023,"Bristol, City of",16,45
E06000024,North Somerset,16,10
E06000025,South Gloucestershire,16,21
E06000026,Plymouth,16,9
E06000027,Torbay,16,8
E06000030,Swindon,16,34
E06000031,Peterborough,16,12
E06000032,Luton,16,33
E06000033,Southend-on-Sea,16,23
E06000034,Thurrock,16,33
E06000035,Medway,16,28
E06000036,Bracknell Forest,16,11
E06000037,West Berkshire,16,25
E06000038,Reading,16,36
E06000039,Slough,16,23
E06000040,Windsor and Maidenhead,16,22
E06000041,Wokingham,16,25
E06000042,Milton Keynes,16,33
E06000043,Brighton and Hove,16,24
E06000044,Portsmouth,16,16
E06000045,Southampton,16,30
E06000046,Isle of Wight,16,6
E06000047,County Durham,16,87
E06000049,Cheshire East,16,75
E06000050,Cheshire West and Chester,16,57
E06000051,Shropshire,16,20
E06000052,Cornwall,16,39
E06000053,Isles of Scilly,16,0
E06000054,Wiltshire,16,45
E06000055,Bedford,16,25
E06000056,Central Bedfordshire,16,45
E06000057,Northumberland,16,37
E06000058,"Bournemouth, Christchurch and Poole",16,30
E06000059,Dorset,16,22
E10000002,Buckinghamshire,16,70
